0.000000,-0.000000,0.000000,0.009200,0.004737,0.056492,0.055200,0.015511,0.338951,0.140038,0.140735,0.295664,-0.035984,-0.025251,0.218996,-0.104753,-0.129380,0.005053,-0.166102,-0.079568,-0.181065,-0.188132,-0.058786,-0.253917,0.138736,0.132781,0.112768,0.140324,0.139540,-0.088404,0.054558,0.127252,-0.283133,-0.006310,0.077581,-0.272164,-0.046990,-0.013549,-0.023244,-0.008168,-0.003977,-0.354105,-0.052486,0.020169,-0.610812,-0.025065,0.016326,-0.674635,0.031634,0.012173,-0.071046,-0.061566,0.009348,-0.511811,0.014674,0.010105,-0.687506,-0.019898,0.016413,-0.725044
0.000000,-0.000000,0.000000,0.011180,0.009036,0.057285,0.067079,0.041132,0.343710,0.165206,0.150703,0.362896,-0.033000,-0.031795,0.260382,-0.102591,-0.131225,0.062377,-0.171122,-0.083343,-0.132502,-0.193179,-0.061849,-0.204109,0.145537,0.126326,0.157135,0.159634,0.131377,-0.024559,0.066875,0.121229,-0.229443,0.037422,0.096532,-0.259931,-0.051078,-0.019810,-0.026692,-0.013190,-0.008643,-0.348723,-0.064832,0.014107,-0.582760,-0.023136,0.009112,-0.637934,0.032200,0.011212,-0.069941,-0.096474,0.002621,-0.473235,-0.015065,0.004543,-0.663018,-0.050742,0.032578,-0.694953
0.000000,-0.000000,0.000000,0.010869,-0.002787,0.061478,0.060891,0.039480,0.349083,0.168947,0.134961,0.398643,-0.052021,-0.047324,0.285382,-0.137166,-0.149224,0.102430,-0.224238,-0.102853,-0.091499,-0.245699,-0.079931,-0.159329,0.137100,0.091537,0.215334,0.139175,0.106022,0.003994,0.061430,0.095725,-0.209972,0.048525,0.091060,-0.271129,-0.054635,-0.018195,-0.032901,-0.064260,-0.030864,-0.376806,-0.134377,-0.020469,-0.585816,-0.083393,-0.029281,-0.649203,0.035323,0.012778,-0.062583,-0.134777,-0.026198,-0.458353,-0.051580,-0.038883,-0.697001,-0.078113,-0.038733,-0.774478
0.000000,-0.000000,0.000000,0.011124,-0.005916,0.062216,0.054172,0.034743,0.356217,0.170947,0.125950,0.412293,-0.076578,-0.049868,0.314897,-0.169777,-0.151969,0.132500,-0.272338,-0.108176,-0.064820,-0.291986,-0.085629,-0.130000,0.130473,0.078705,0.218329,0.139617,0.090007,0.011153,0.110612,0.106053,-0.191772,0.124526,0.119823,-0.261221,-0.056848,-0.013377,-0.034087,-0.094866,-0.042458,-0.396225,-0.165591,-0.059515,-0.649814,-0.164975,-0.026584,-0.697532,0.035331,0.018408,-0.072638,-0.181291,-0.043760,-0.465946,-0.093317,-0.082297,-0.749010,-0.126880,-0.089213,-0.831566
0.000000,-0.000000,0.000000,0.012922,-0.004874,0.065731,0.049088,0.032065,0.375001,0.176480,0.124548,0.430641,-0.093286,-0.047840,0.336464,-0.208609,-0.152668,0.159856,-0.319390,-0.106602,-0.040594,-0.340809,-0.083361,-0.104008,0.138101,0.072012,0.225906,0.155187,0.069952,0.020825,0.097693,0.105055,-0.197919,0.084454,0.109458,-0.281823,-0.062945,-0.014873,-0.036793,-0.173957,-0.057349,-0.448500,-0.216583,-0.132707,-0.755140,-0.249674,-0.066405,-0.794982,0.037816,0.017056,-0.084583,-0.243319,-0.046681,-0.457806,-0.185106,-0.138676,-0.786180,-0.229075,-0.161112,-0.880247
0.000000,-0.000000,0.000000,0.017015,0.000232,0.071611,0.058705,0.036586,0.401629,0.192058,0.133714,0.452113,-0.088939,-0.038386,0.358045,-0.227491,-0.142062,0.183594,-0.353593,-0.089166,-0.028648,-0.382549,-0.065849,-0.092727,0.160024,0.074695,0.239887,0.181562,0.060176,0.035207,0.175686,0.085070,-0.180554,0.190305,0.097274,-0.264417,-0.071564,-0.016310,-0.041136,-0.208067,-0.060567,-0.469965,-0.252798,-0.189658,-0.811494,-0.302046,-0.103190,-0.849572,0.044168,0.011343,-0.093524,-0.255671,-0.030613,-0.395141,-0.243208,-0.163171,-0.741249,-0.275139,-0.102494,-0.779960
0.000000,-0.000000,0.000000,0.015462,0.001853,0.073532,0.057066,0.035298,0.419623,0.193359,0.137906,0.461494,-0.089857,-0.032995,0.365788,-0.241385,-0.134111,0.194972,-0.384845,-0.082091,-0.019695,-0.419978,-0.055830,-0.096880,0.179429,0.029549,0.249344,0.233121,-0.004954,0.071729,0.213710,0.060048,-0.111718,0.218165,0.079663,-0.187743,-0.076356,-0.016692,-0.043414,-0.212275,-0.060677,-0.470468,-0.278131,-0.221071,-0.797099,-0.304401,-0.131958,-0.836809,0.048979,0.009592,-0.096746,0.020389,0.076775,-0.413563,-0.199404,-0.117116,-0.703726,-0.211864,-0.038113,-0.750913
0.000000,-0.000000,0.000000,0.010524,0.002765,0.067523,0.047650,0.029171,0.394745,0.185039,0.136766,0.415073,-0.099571,-0.029283,0.316578,-0.252879,-0.126383,0.147136,-0.398653,-0.072536,-0.066684,-0.431069,-0.045674,-0.143106,0.182541,0.016711,0.258622,0.260230,-0.031077,0.082183,0.229396,0.045124,-0.133472,0.251146,0.068924,-0.198907,-0.068971,-0.012004,-0.059375,-0.204811,-0.056235,-0.501942,-0.289365,-0.230987,-0.813593,-0.315637,-0.144003,-0.856947,0.050130,0.004140,-0.063770,0.038542,0.093946,-0.431291,-0.052561,-0.150087,-0.457345,-0.107069,-0.151732,-0.543037
0.000000,-0.000000,0.000000,0.009386,0.004223,0.055118,0.049218,0.025466,0.357017,0.159771,0.135899,0.395355,-0.105626,-0.026255,0.277076,-0.263204,-0.120359,0.110002,-0.413377,-0.066823,-0.102409,-0.450101,-0.040365,-0.175773,0.188079,0.008580,0.248738,0.272184,-0.047538,0.091928,0.290443,-0.004863,-0.105746,0.308454,0.005132,-0.163401,-0.069767,-0.008774,-0.070224,-0.209317,-0.054986,-0.531181,-0.306351,-0.234546,-0.830526,-0.327068,-0.147790,-0.874271,0.050900,0.004306,-0.070222,0.096866,0.107490,-0.445470,0.056542,0.077763,-0.661322,-0.020415,0.025315,-0.698624
0.000000,-0.000000,0.000000,0.008061,0.003678,0.051899,0.043079,0.012013,0.336509,0.135356,0.123127,0.395077,-0.112865,-0.025285,0.259306,-0.277819,-0.115845,0.096026,-0.427543,-0.064207,-0.115155,-0.463069,-0.037144,-0.187382,0.192116,0.000711,0.245180,0.278780,-0.051669,0.088989,0.320232,-0.046186,-0.091178,0.332346,-0.031722,-0.149860,-0.070458,-0.006650,-0.074206,-0.213976,-0.055988,-0.537795,-0.320143,-0.244551,-0.828484,-0.332884,-0.157968,-0.871758,0.052221,0.003826,-0.066360,0.105249,0.106747,-0.453962,0.108306,0.127028,-0.656146,0.082060,0.071399,-0.632574
